Title,Date,Company
senior programme manager labour mobility social inclusion and migrant protection p4 at international organization for migration iom ,02/23/2023,international organization for migration iom 
head of country business for east african development bank ead at deloitte consulting,02/23/2023,deloitte consulting
business development manager medical at human capital synergies africa ltd,02/23/2023,human capital synergies africa ltd
customer experience associate at hotpoint appliances ltd,02/23/2023,hotpoint appliances ltd
universal banker various locations at absa bank limited,02/23/2023,absa bank limited
system development officer at watu credit limited,02/23/2023,watu credit limited
process analyst at watu credit limited,02/23/2023,watu credit limited
system development officer at watu credit limited,02/23/2023,watu credit limited
territory sales manager at burn manufacturing,02/23/2023,burn manufacturing
senior customer service agent at r4kenya,02/23/2023,senior customer service agent at r4kenya
supply chain planner at r4kenya,02/23/2023,r4kenya
junior data analyst at flexi personnel,02/23/2023,flexi personnel
junior multimedia producer at flexi personnel,02/23/2023,flexi personnel
junior online content creator at flexi personnel,02/23/2023,flexi personnel
junior online marketing associate at flexi personnel,02/23/2023,flexi personnel
junior systems administrator at flexi personnel,02/23/2023,flexi personnel
moderation quality supervisor at flexi personnel,02/23/2023,flexi personnel
senior systems administrator at flexi personnel,02/23/2023,flexi personnel
customer success executive manager at flexi personnel,02/23/2023,flexi personnel
manager business development international at stanbic bank,02/23/2023,stanbic bank
knowledge management intern at international fertilizer development center ifdc ,02/23/2023,international fertilizer development center ifdc 
business development officer investment sales at madison group limited,02/23/2023,madison group limited
senior software engineer abstract wikipedia at wikimedia foundation,02/23/2023,wikimedia foundation
auditor at stellar human resource solutions,02/23/2023,stellar human resource solutions
fiscal analyst at lamu county,02/23/2023,lamu county
accounts assistant at lamu county,02/23/2023,lamu county
director of finance and planning at lamu county,02/23/2023,lamu county
principal administrative officer at lamu county,02/23/2023,lamu county
international consultancy digital consultant esar eastern and southern africa regional office at unicef,02/23/2023,unicef
group product manager at west indian ocean cable company wiocc ,02/23/2023,west indian ocean cable company wiocc 
submit cv s latest recruitment at tatu city limited,02/23/2023,tatu city limited
field service engineer water at tatu city limited,02/23/2023,tatu city limited
clerk of works at tatu city limited,02/23/2023,tatu city limited
inspector of works roads at tatu city limited,02/23/2023,tatu city limited
lab technician material testing at tatu city limited,02/23/2023,tatu city limited
inspector of works watsan at tatu city limited,02/23/2023,tatu city limited
resident engineer at tatu city limited,02/23/2023,tatu city limited
front desk receptionist at planhotel hospitality group,02/23/2023,planhotel hospitality group
associate school inspection at bridge international,02/23/2023,bridge international
relationship officer branch cashless at equity bank kenya,02/23/2023,equity bank kenya
data assistant at the center for international health education and biosecurity ciheb ,02/23/2023,the center for international health education and biosecurity ciheb 
economist at standard bank group,02/23/2023,standard bank group
internship junior archivist at unicef,02/23/2023,unicef
eoi consultancy to enhance production efficiency for cook stove manufacturing companies in anglophone at africa enterprise challenge fund aecf ,02/23/2023,africa enterprise challenge fund aecf 
request for proposal technical support provider â inclusive education at aga khan foundation,02/23/2023,aga khan foundation
business development manager coaching at strathmore university,02/23/2023,strathmore university
glfx digital community support intern at world agroforestry centre icraf ,02/23/2023,world agroforestry centre icraf 
consultant â glfx coordinator at world agroforestry centre icraf ,02/23/2023,workforce africa
manager business advisory services provider kenya private sector activity at palladium international,02/23/2023,palladium international
grants and partnerships manager kenya private sector activity at palladium international,02/23/2023,palladium international
contracts and compliance manager usaid kenya private sector activity at palladium international,02/23/2023,palladium international
office manager usaid kenya private sector activity at palladium international,02/23/2023,palladium international
accountant usaid kenya private sector activity at palladium international,02/23/2023,palladium international
communications manager at palladium international,02/23/2023,palladium international
senior cloud solution engineer at deloitte,02/23/2023,deloitte
business development leader at visa,02/23/2023,visa
